英国图书馆立法情况简述,汤旭岩:|,3,," 英国的图书馆事业所以能长期处于世界的先进行列,加强图书馆立法是其重要原因之一。简要了解有关情形,对加强用法律手段管理图书馆的观念不无益处。在实行联邦制的英国,英格兰、苏格兰、威尔士和北爱尔兰均有议会,可以通过适用本地区的图书馆法。事实上它们各自都曾制订和多次修订过图书馆法规。英国图书馆法的历史变迁大致有以下几个重要时期: 一、首创时期由下议院议员威廉·埃瓦特(Wiulam Ewart)提议的公共图书馆法,于1850年8月14日得到英国议会批准。参加过协作的还有下院议员乔·布拉扎屯(J·Brotherten)和大英博物馆图书馆员埃·埃德瓦兹(E·Edwards)。这是世界上最早的具有全国",TSQC198301011
美国图书馆对中层管理人员的要求,罗紫初|Martha J. Bailey:|,4,," 有关图书馆管理方面的文献,最早出现于19世纪现代图书馆产生的初期。1887年发表的一篇论文:《图书馆管理中的企业管理方法》表明,当时的图书馆高级管理人员就已开始吸取商业领域的管理技术和概念,有些具体作法甚至一直持续到现在。图书馆使用的许多设备也是从商业领域引进来的,常见的如打字机、电话和计算机。图书馆高级管理人员还直接用商业管理的理论如:目标管理、规划、计划、予算系统(PPBS)等。最后又把现代商业组织机构的理论运用到图书馆当中。图书馆与情报学院已经将那些新的技术和理论吸收到他们的课程当中,并且获得了不同程度的成功。",TSQC198301012
脱离图书馆的图书馆教育——当前美国图书馆界的某些争议,陈源曙:|,3,," 1981年1月30日至2月1日“美国图书馆学院协会”在华盛顿举行年会,会场上充满了一种不安的气氛:现行的图书馆能否存在?图书馆教育能否进行?图书馆员是否更名?象三根绞绳套在美国图书馆界的脖子上。与会的图书馆教育工作者讨论了他们正在考虑中的意见和计划,探索了未来。发生这种不安的原因是什么?它又预示着什么呢? 目前,美国图书馆界正处于变革时期,七十年代以来突飞猛进的科学技术;二次世界大战后的财政恶化和疯狂竞争;图书馆技能的适应性和图书馆员劳动力市场的饱和这三股无情的社会潮流沉重地冲击了美国图书馆与图书馆教育的根基,要求得生存,要强化自己地位,图书馆界就不得不考虑现状着眼未来,对一些问题进行探讨。",TSQC198301013
关于文献目录交换用通讯格式的情况报告,吴荣荣|P·Simmons:|,2,," 1978年4月份联合国教科文组织总情报规划处(Uneso/PGI)主办了文献目录交换格式的国际会议。这次会议是在意大利西西里岛的Taormina召开的。会议在“世科情”(UNISIST)目录著录国际中心(UNIBID)国际科学协会理事会文摘委员会(ICSUAB)、国际图书馆协会和学会联合会(IFLA)以及国际标准化组织(ISO)联合组织召开的。会议主要研究国际上现存文献目录交换格式之间实行兼容的可能性和客观要求。在西西里会议上,提出很多建议。其中,最重要的是:建议研究一个适用于图书馆和其它科技情报服务机构的通用文献目录",TSQC198301014
声象资料的设计制作——情报录象浅谈,沈叔建:|,3,," 电影片、录象带、录音带等等情报载体可以将情报中的精华集中准确地表达出来。所以电影和录象可以作为情报工作的一种手段。下面就情报录象片设计制作谈谈肤浅的见解。情报电视录象片(下简称为情报片)是以情报资源为主要依据,以信息接受者为对象,反映新成果,新技术等。它的宗旨是通过展示客观事物和现象和过程,使信息接受者获得正确鲜明的印象。因而在录制时首先要主题明确,题材扼要。画面一开始就开门见山地直接告诉在本片中应观察和应知道的是些什么。镜头的转移要时时围绕主题,摄象时适当运用技巧,如长镜头,特写、重复镜头等手段映出一些“静画面”和“大画面”,以此突出重点,便于仔细观察,透彻",TSQC198301015
图书馆学目录学书目索引选目,乔好勤:|,6,," 图书情报界是书目索引资料的主要编撰者和利用者,但有关图书馆学情报学目录学的书目索引却非常之少。同志们在进行业务学习和研究时,查阅资料相当困难。近年来为着自己学习和研究的需要,我陆续抄录了一些本专业的工具书目录。受师长和同志们怂恿和鼓励,我首先将书目索引这一部分进行了整理补充,冒昧向各地同行披露,目的是想给大家提供一些查阅资料的线索,同时也想对我国图书馆学目录学书目索引工具作一小结,希望有志于此者能编出一部完整的专科目录之目录来。引玉之砖,疵漏自所难免,望知者补充指正。本目录以国内为限。除单卷式书刊目录索引外,还收录了刊载于期刊的书目索引资料和一些较为重要的书后索引。在单卷式书",TSQC198301016
《生物科学情报所/化学文摘社联合选辑》简介,彭海卿:|,2,," 这里介绍的是1982年新创刊的一种专题选,叫《BIOSIS/CAS SELECTS》,中文译成《生物科学情报所/化学文摘社联合选辑》,由美国生物科学情报所和美国化学文摘社联合编辑出版,其中收载《生物学文摘》。《生物学文摘/报告、评论、会议》(Biological Abstracts/RRM)和《化学文摘》三种检索刊物上有关专题的文摘。内容包括化学和生物学两大领域的文摘。《联合选辑》为双周刊,每年出26期,每个专题每年定格为100美元。这种《选辑》,页数少,携带方便,应用灵活,针对性强,最适合于从事固定课题的研究人员之用。已出版的《联合选辑》有14个专题,现",TSQC198301017
教育部夏自强同志在全国图书馆学情报学教育工作座谈会开幕式上的讲话,夏自强:14398913|,9,," 同志们: 今天召开的图书馆学情报学教育工作座谈会,可以说是解放以来第一次规模较大的这两个专业的研究会议。大家从四面八方聚集在一起,不仅有学校的同志,还有业务部门的同志及教学行政部门的同志,三结合地来研究讨论如何发展图书馆学情报学教育以及如何改革图书馆学和情报学教育的问题。会议就是这么两个主要议题:一个是如何发展,一个是如何改革。",TSQC198302000
开创图书馆学情报学教育工作新局面——全国图书馆学情报学教育工作座谈会在武汉召开,玉芳:|,3,," 一九八三年四月十一日至十六日,教育部在武汉召开了全国图书馆学、情报学专业教育工作座谈会,来自全国各图书馆学、情报学专业、各类型图书馆和部分部委、省、市的教育行政管理部门的五十多位代表,在这个曾经开创中国近现代图书馆学教育历史的地方欢聚一堂,一起总结建国以来图书馆学、情报学教育的经验教训,研究讨论我国图书馆学、情报学教育的调整、改革和发展问题。",TSQC198302001
发展图书馆学情报学教育势在必行——参加全国图书馆学情报学教育座谈会有感,单行:14639796|,2,," 我国图书馆学教育从1920年武昌文华大学设置图书科以来,至今已有60多年的历史。解放前的国民党政府对图书馆学教育根本谈不上重视,当时只有文华大学图书科,后改为文华专科学校,它所培养出来的图书馆专业人才屈指可数。建国以后,政府有关部门对图书馆学教育,重视的不够,发展缓慢,比较稳定,图书馆学专业,只有北大、武大两个图书馆学系,它所培养出来的人才也很有限。30多年来只培养了19名研究生,1542名本科生和908名专科生,包括函授在",TSQC198302002
美国图书馆学情报学教育的组织与管理——关于美国西蒙斯大学图书馆学情报学研究生院的考察报告(上),黄宗忠:|,7,," 1982年11月12日至1983年2月10日,我们对美国进行了将近三个月的访问与考察。以波士顿西蒙斯大学图书馆学情报学研究生院为重点,以解剖麻雀的方法,通过与院长、教授、工作人员交谈,通过听课、出席有关会议、观察、听取已毕业学生和社会的反映等方法,对该院的行政组织与管理进行了考察。虽然是以西蒙斯大学为主,也涉及到其他学校的一般情况。",TSQC198302003
用户教育是图书情报专业教育的重要组成部分,任月娟:|,5,," “用户教育”的基本含义是指:给读者以教育,旨在帮助用户(或称读者)取得最有效地利用图书馆和情报等机构的馆藏资源。本文由三个部分组成。一、用户教育应成为图书情报专业教育的重要组成部分自1978年以来,全国各地对图书情报档案工作逐步重视起来。表现在教育方面,恢复和新建了一大批高校图书情报档案系、专业、这是一种令人欣喜的现象。但是从整个图书情报系统的作用来看,重视图书情报专",TSQC198302004
谈谈图书馆的馆风建设,洪彩焕:|,3,," 当前,我们国家正在沿着社会主义方向进行一系列改革。一切战线,一切地区,一切部门,一切单位都有改革的任务,都要破除陈旧的、妨碍我们前进的老框框、老套套、老作风,都要钻研新情况,解决新问题,总结新经验,创立新章法。图书馆作为国家文化科学教育事业的重要组成部分,改革的任务同样十分繁重。图书馆的馆风建设问题,就是图书馆改革的一项重要内容。",TSQC198302005
一门新兴的学科——档案学,陈智为:|,1,," 档案学是专门研究档案与档案工作的理论与历史的一门新兴学科。它的主要任务是研究档案的形成和特点,为档案的科学管理提供理论、原则和方法;同时还要研究档案工作的社会地位和工效,研究档案法规、条例的应用,有效地解决如何提供档案为党、政领导、各项事业管理和建设服务的问题。档案学基本上属于社会科学,但由于档案的管理、档案的保护涉及自然科学的许多领域,因而档案学又被认为是综合性的边缘学科。",TSQC198302006
企业情报工作中的几个要点,于胜军:16984155|,6,," 技术情报工作是科技工作的重要组成部份。它的行为结果应产生在科技发展的前面,而使科技发展具有明确的方向性和先进性。因此,情报工作应该是科技工作的依靠因素。显而易见,如果情报工作没有形成这种科技发展中籍以依靠的因素,则情报工作效果也就不会显著,就不会引起重视。科技情报工作既然是科术工作的重要组成部份,则它的进行应该与当时、当地的科技发展动态紧紧的相关联,和国民经济发展的品格相一致。对我国来讲,当前的技术情报工作就是要与十二大提出的各项战斗任",TSQC198302007
词义等同关系的处理和主题词表的编制,黄益券:|,4,," 一例子编制主题词表的基本目的是为了用词的规范化。而这种规范主要是等同关系equiva-lence velation的处理来实现的。如果这个问题解决得不好,规范化的目的就不能实现。类属关系generic relation和范畸表(以及词族表)的设置主要是为了寻找和选择概念。而要求对于同一主题的文献选择相同的概念,这不是靠词表所能控制的。词表只能对同义词作出规定。因此,同义语是否处理得好就很重要了。我在编辑农业主题词",TSQC198302008
小型联机检索的探索——介绍SA情报检索系统,杨友生|何培华:|,6,," 近几年来,我国图书情报战线,开展计算机情报的研究,取得了可喜的进展。开始走上了实用阶段。从已经开始实用服务的系统来看,以用进口磁带,在引进的计算机上实现者为多数,也有少数自行建库和使用国产机的实用系统,从服务方式来看,大多数为SAI服务,批处理方式,也有一些联机检索的试验服务系统。北京地区已经开始网络系统的研究试验。在这种形式的推动下,1981年以来,利用我院引进了王安机的条件,结合王安机资源的开发,我们在WANG2200 VS—80型机上建立了一个小型联机检索系",TSQC198302009
武汉大学举行83年度大学生学习竞赛我系学生取得好成绩,晋华:|,1,," 为了开创生动活泼的学习局面,进一步鼓励同学们奋发向上的学习积极性,我校于四月份举行了83年度大学生学习竞赛。竞赛内容分成写作、公共英语、高等数学、普通物理学、综合基础知识五项。每项设一、二、三等奖各若干名。我系图书馆学和科技情报学两个专业的18名学生参加了各项竞赛,共获奖14人次,获文科团体总分第一名。其中获写作二、三等奖各二名;公共英语一、二、三等奖各1名;高等",TSQC198302010
浙江图书馆八十年,项弋平:|,2,," 到过杭州西湖的人,都知道孤山有个浙江图书馆,湖山相映,风光相当美丽,却不知道这幢房子已有70年的历史,更不知道除此而外,还有一个更古老的浙江藏书楼,1983年将是它的八十周年大庆。在八十年中,古老的浙江图书馆大致经历了以下四个发展时期: 浙江藏书楼时期:1902年张亨嘉担任浙江学政,在杭州名绅邵伯耿、胡藻青两先生提",TSQC198302011
简论北宋三馆秘阁的地位和作用,公振:|,7,," 由于北宋所处的时代,以及宋庭的政策,其三馆规模远远超过五代,在馆阁职能方面,与唐代相比;也有较大的变化和发展。本文试图探讨的是:北宋三馆秘阁的作用,这些作用较诸前代的发展,以及这些发展在文化学术史上所具有的地位。不妥之处,希赐教为幸。为了下文论述的方便,首先需要简单地介绍一下北宋三馆、秘阁、崇文院、秘书省及其相互关系。昭文馆、集贤院和史馆。宋时合称三馆。《宋史》卷一六四《职官》四说:“宋",TSQC198302012
“敦煌遗书”的第一个盗窃者是谁?,查启森:|,1,," 敦煌——我国古代文化艺术的宝库。在那里千百年来珍藏着我国古代文化艺术的瑰宝。其中有写本经卷、文书、织绣、拓本、写本和印本图书以及雕塑和壁画等等。1900年(清光绪二十六年)被发现后,引起了不少帝国主义分子的垂涎。他们纷纷来到这里,进行诱骗和从事盗窃活动。在过去的一些文献记载里,我们知道,有受英国派遣的斯坦因、法国的伯希和、日本的吉川小一郎和橘瑞超以及美国的华尔纳等。而其中的第一个盗窃者,都以为是在1907年,从事首次盗窃的斯坦因。例如王重民先生在《敦煌文物被盗",TSQC198302013
苏联图书馆事业的历史和现状(上),T·H·契尔尼芙斯卡娅|王郦久:|,3,," 二十世纪是各种情报手段迅速发展的一个世纪。无线电、电影、电视等各种情报系统正在从现代人们的生活中排挤着书籍和各种印刷品。然而,印刷品不但没有受到排挤的影响,相反,印刷物的重要意义却与日俱增,它仍然是为人们提供知识的最基本的情报来源和方式。在当今世界所有知识领域的各类文献资料中,印刷品的出版数量正在不断增长。在这种条件下,图书馆也就越来越成为社会生活的重要组成部分。",TSQC198302014
《标引术语词汇》(选载),Brian Buchanan|焦玉英:|,7,,"《标引术语词汇》(A glos-sary of indexing terMs)一书由BrianBuchanan编著,曾于1976年首次被Clive Bingcing Ltd(英国)和LinnetBooks(美国)同时出版。它是供英国拉夫巴勒图书馆学校学生用的词汇表的一个增补本,在实际使用中已得到拉夫巴勒图书馆学校和拉夫巴勒工业大学图书馆与情报学系全体标引教师的认可。",TSQC198302015
教育部批准武汉大学图书馆学系设立我国第一个图书发行专业,主贝:|,1,," 图书发行事业,是国家文化事业的重要组成部分,在宣传马列主义、毛泽东思想,传播科学文化技术知识和成果、满足人民群众精神文化生活需要等方面起着重要的作用。图书发行工作的好坏,直接关系到社会主义两个文明的建设,也直接关系着国家教育、科学、文化和出版事业本身的发展。尤其是在全国人民轰轰烈烈地进行祖国四个现代化建设的今天,图书发行事业的发展更受到了举国上下、千行百业的共同瞩目。发展图书发行事业,已经到了刻不容缓的地步。",TSQC198302016
美国图书馆学情报学教育的组织与管理——关于美国西蒙斯大学图书馆学情报学研究生院的考察报告(下),黄宗忠:|,6,," 四、教师的组织与管理西蒙斯大学图书馆学情报学研究生院现有专职教师16名:其中教授6人,付教授6人,助理教授、讲师4人;兼职教师7人,共有教师23人。已退休的荣誉教授1人,付教授2人。在16名专职教师中,有4名是美国图书馆协会的理事,一名是美国情报学会的常务理事,一名是美国图书馆学情报学教育联合会的主席。由于该院历史较长,教师水平较高,课程质量较好,教师在国内外图书馆界情报界比较活跃,毕业的学生人数较多,因此在美国图书馆界情报界颇有影响,颇有名气。与哥伦比亚大学图书馆服务学校、匹兹堡大学图书情报学院一起为美国图书情报界公认有影响的三所学校。",TSQC198303000
科技期刊订户的研究,王崇德:|,7,," 科技期刊的重要性,它在科学交流中首屈一指的地位,不仅早已被人们定性地承认与接受,近年来也被国内若干有关期刊引文分析的数据定量地证明(表一)。期刊之所以能大量地被应用,一个最重要的前提是它被广泛地订购,订户是有效发挥期刊情报作用的重要环节。因此,宏观地研究期刊的订户规律,对于改善小至一个地区,大到一个国家的期刊结构,确定较为适宜的期刊品种、恰到好处的复本率,以期优化地加强与实现期刊的易用程度和资源共享。本文以我国的外国图书情报学订户为依托,使讨论不至于空泛而论。",TSQC198303001
读者阅读心理学的研究范围,郑奋:|,4,," 什么是阅读?中国社会科学院语言研究所编的《现代汉语词典》释为:“看(书报)并领会其内容。”国外,克特的麦克基尼斯认为:“阅读就是解释印刷文字的过程。”古德曼认为:“阅读是书面语言传递的信息的接受体,……因此,阅读必须看作是一种由读者对来自著者的信息的再构成,而产生的读者和书面语言之间的相互作用。”史密斯和狄卡特认为:阅读是对书写记号的感觉,是书写记号与读者积累的经验之间相互联系的过程。”个人认为,“阅读”这个概念应包含二层意思: (1)客体(知识载体)的信息(I)输入到主体(读者)的大脑(B),即I→B (2)主体脑机能以经验(实践经验或知识经验)为基础,对客体的信息进行能动反映(I’),即B→I’。",TSQC198303002
试论科技档案管理学的概念及其研究方法,胡鸿杰:14769419|,4,," 在1982年第4期的(档案工作》上,发表了何文同志题为《加强科技档案管理学的研究》的文章,为如何进一步研究,探讨科技档案管理学提出了许多很好的建议。加强科技档案管理学的学术研究,不仅是建立、健全科技档案管理学理论体系的必要条件,也是迅速发展的科技档案工作的客观需要,值得档案界同仁的高度重视一.科技档案管理学的概念《科技档案管理学》从成书到现在,经过了廿年的光景。在这廿年中,科技档案工作经历了建立、发展、受挫和恢复四个阶段,历尽沦桑,在曲折的道路上取得了很大的发展——一个社会主义国家规模的科技档案事业体系已经初步建立。以此为研究对象的科技档案管理学,也由早期侧重于研究科技档案工作的制度和一般管理方法,逐步过渡到",TSQC198303004
普及文献检索方法是企业图书情报部门的一项重要工作,张咸福:23070535|,4,," 普及文献检索方法,加强科技文献的利用是企业图书(情报)部门的一项重要工作。当前,在科学技术迅速发展,科技文献数量激剧增加,我国科技人才不足的情况下,这一工作就显得更为突出。它的生命力在于适应广大科技人员的迫切需要,及时了解世界各国有关科研问题的最新动态和科学技术水平,使他们能迅速地查到所需的科技文献资料,从而解决企业中各类生产和科研问题。笔者在本文仅就第二汽车厂图书馆(以下简称二汽)几年来开展文献检索工作的实践,着重论述文献检索对科技人员和文献利用的作用,试图说明企业图书(情报)部门开展普及文献检索方法的重要性。",TSQC198303005
杨辉三角形在文献工作中的应用,杨则正:|,7,," 杨辉三角形,每一个读过中学数学的人都熟悉的。有趣的是,这个古老的数学法则,在文献工作中派上了用场,解决了我们用计算机编制《中国机械工程文摘》主题索引(下简称《索引》)中遇到的轮排处理难题。杨辉三角形是怎样与计算机结合起来的呢?它们又如何被用来解决主题索引中的轮排问题的?谈及这些问题之前,我们首先对本文涉及到的文献学概念“主题索引”和“轮排”作一简短的说明主题索引跟书名目录和标题索引不同.我们知道,书名或文章标题并不总是反映文献主题内容的,有时甚至风马牛不相及。“钢铁是怎样炼成的”是小说,根本不讲",TSQC198303006
列宁关心图书馆事业的思想基础,冯克利:|,4,,"在我系八○级函授生撰写的毕业论文中,有不少优秀作品。作者运用在函授教育中学到的比较系统的专业知识,紧密结合自己的工作实践研究和探讨问题,使论文在理论与实践的结合上给人以耳目一新之感。现选登数篇,以飧读者。",TSQC198303007
关于高校图书馆读者研究的若干问题,席延涛:|,5,," 高校图书馆的读者研究,是读者研究的主要分支,是高校图书馆必不可少的一项重要工作。读者研究的内容非常广泛。就整体而言,主要有影响读者阅读需求的基本因素的研究、读者基本状况、读者心理的研究、读者技能的研究、读者阅读效果的研究、读者需求特点及其利用图书馆规律的研究和图书馆如何影响读者的研究等内容。本文仅对其中的几个问题进行初步探讨。一、影响高校读者需要的基本因素处于高校这一特定社会环境下的读者,与公共图书馆和科研系统图书馆读者相比,在影响其需求的基本因素上有所不同,有其一定的特殊性。这些基本因素主要是:",TSQC198303008
试论职工大学图书馆的任务与职能,魏侠青:|,4,," 党的十一届三中全会以来,职工教育进入了一个新的历史阶段。当前,如何遵循职工教育的客观规律,按照职工大学的特点,开展好图书馆的工作,以促进职工高等教育事业的发展,是一个具有现实意义的问题。本文就我在工作实践中的体会,谈谈职工大学图书馆的任务与职能问题。一.职工大学图书馆的任务我们西安钢铁厂职工大学,是陕西冶金系统主办的冶金工业专科学校。建于1973年,学制三年,设有轧钢,炼钢、冶金企业设备、电气化与自动化等专业班。每届招收80～100名学生。在校教职工、学员共500多名。现有图书、期刊53,652册。十年来,在工作实践中,我们对职工大学图书馆的任务与职能有了些初步认识。",TSQC198303009
情报研究工作与企业经济效益,张小青:|,5,," (一) 情报研究工作是情报工作较为高级的服务形式,在整个情报工作中占有相当重要的位置。它的表现形式主要有综述,专题科学总结,技术经济分析,水平动向资料等。对企业来说是一项具有指导性的工作,企业通过它可以获取成倍的经济效益。因为情报研究工作投资低,而见效快、收益大。在企业经营中,谁重视情报研究工作,谁就会在竞争中取得优势,争得主动;谁忽视这项工作就会处于劣势、陷于被动、遭受损失。如果按情报研究工作效果来看,大体呈下列比例关系:一项工程如科研费用是,中间试验费用为10,工业化生产费用100的话,而情报研究费用只需0.05(注②)。从达到的目的来看,两者是相同的,但从经济原则来看,后者明显优越。所以,各国、各企业都",TSQC198303010
中国图书馆事业1982年大事记,邹华享:|,8,," 1月2日广州图书馆正式开馆。1月4日—8日山西省高等学校图书馆馆协作委员会成立。1月6日—11日内蒙古自治区高等学校图书馆协会成立。1月6日—12日广东省高等学校图书馆工作委员会成立。1月15日—29日青海省图书馆在化隆县召开图书馆基础整顿和读者服务工作现场会。1月16日杭州市少年儿童图书馆举行开馆典礼。1月上海市图书馆学会编辑出版《图书馆杂志》。2月9日武汉大学图书馆学系受教育部委托,开办图书馆学短训班。学员84名,办学时间一个学期。",TSQC198303011
苏联图书馆事业的历史和现状(中),T·H·契尔尼芙斯卡娅|王郦久:|,5,," 新的时期——新的读者伟大的十月社会主义革命刚一结束,到图书馆来的读者就有了新的变化。在人民积极要求使用图书资料的条件下,图书馆也应随之起到文化传播者和启蒙者的重要作用。列宁认为:“值得公共图书馆骄傲和引以为荣的,并不在于它拥有多少珍本书,有多少十六世纪的版本或十世纪的手稿,而在于如何使图书在人民中间广泛地流传,吸引了多少新读者,如何迅速地满足读者对图书的一切要求,有多少图书被读者带回家去,有多少儿童来阅读图书和利用图书馆……”。列宁清楚地看到了图书馆的工作和人民文化水平之间的关系。老图书馆的藏书增加了,新图书馆又不断地开办着。二十年代,在一些农村地方出现了一种新型的图书馆——农村阅览室,它在当地很快成了政治教育和文化教育的中",TSQC198303012
联合国文件的编号,黄惠康:|,4,," 作为世界上最大的普遍性国际组织和协调各国行动的中心,联合国的活动遍及社会生活的各个方面。联合国每年都要发出为数甚多的文件,其编号方式较为复杂,以致一般读者难以理解。略举两例,以示一般: 联大第2758(ⅩⅩⅥ)号决议,宣布恢复中华人民共和国的一切合法权利…………该代表团的发言见A/C.6/SR./1514第30页联合国文件的编号虽然复杂,但有一定的规则。下面将常用的联合国文件符号作一介绍, 一、联合国大会的决议和决定的编号读者最常见的联合国文件的编号是联合国大会的决议和决定。大会决议和决定的编号依常会、特别会议和紧急特别会议而有所不同。",TSQC198303013
