灾害教育——图书馆应关注的社会课题,贺梅萍:06864412|韦永芬:17476163|,2,图书馆;灾害教育;社会教育;,"现代社会各种灾害频繁发生,使灾害教育成为重要课题,图书馆作为国家公共文化服务体系的重要组成部分,开展灾害教育是拓展其社会教育功能的新途径。分析了图书馆开展防灾教育的必要性,提出了实施灾害教育的具体途径。",KJQB201001014
谈学科馆员在学科建设中的作用,王敏:11220384|,2,学科馆员;学科建设;高校图书馆;,"介绍了学科馆员的工作职责,分析了学科馆员和学科建设的关系,论述了学科馆员在学科建设中的作用。",KJQB201001015
电子阅览室在医学大学生信息素质教育中的作用,黄伦东:06516495|尹益民:17528443|余臣勇:11632826|,2,医学院校图书馆;电子阅览室;医学生;信息素质教育;,"阐述了信息素质教育的概念及其重要性,分析了医学院校图书馆电子阅览室的现状,结合工作实际,对电子阅览室在医学生信息素质教育中应有的作用进行了探讨。",KJQB201001016
高校图书馆信息检索课存在的问题及对策,蔡楚舒:23990019|张树中:06752774|王昶:06758624|雷迪:10871228|,2,高校图书馆;信息检索课;教材建设;师资培养;教学方法;,"分析和总结了目前高校图书馆信息检索课教学活动中存在的问题和不足,就教材建设、师资建设和教学方法的改革等有关问题进行了探讨。",KJQB201001017
数字图书馆时代的机构库,王淑华:07437110|史维:10545838|,3,数字图书馆;机构库;应用模式;高校图书馆;,"介绍了数字图书馆和机构库的定义,阐述了机构库产生的原因及特点,探讨了机构库与数字图书馆的关系,分析了机构库在数字图书馆中的应用模式。",KJQB201001018
高校图书馆外文图书利用率分析及对策,王玲玲:10890220|宋秋水:10567712|,3,高校图书馆;外文图书;利用率;,"介绍了高校图书馆外文阅览室藏书情况及利用现状,分析了影响外文图书利用率的原因,提出了提高外文图书利用率的对策。",KJQB201001019
高校图书馆网络思想政治教育探究,陈琳:07054262|金云:10667352|,3,高校图书馆;网络思想政治教育;大学生;,"从网络思想政治教育的含义和特点入手,通过对杭州电子科技大学(以下简称我校)学生网络使用情况的调查,指出高校图书馆进行网络思政教育的必要性,分析了图书馆所具有的优势,提出了图书馆网络思想政治教育的具体措施。",KJQB201001020
泛在图书馆理念下的学科化知识服务研究,赵丽华:08191268|赵才昌:08837564|,3,泛在图书馆;学科化知识服务;个性化服务;,"介绍了泛在图书馆的概念和特征,探讨了泛在图书馆视野下的图书馆学科化知识服务。",KJQB201001021
浅谈以人为本的高校图书馆读者服务,曹亚新:11560415|,2,高校图书馆;以人为本;读者服务;,"分析了高校图书馆主要读者群——大学生的需求特点,提出了高校图书馆搞好人本服务的对策。",KJQB201001022
基于AHP的高校图书馆消防安全工作评价,吴丽珍:44958669|,3,高校图书馆;消防安全;AHP;,"加强消防安全工作对高校图书馆具有重要意义。应用层次分析法(AHP)构建了高校图书馆消防安全评价模型,并对其应用进行了说明。",KJQB201001023
电子资源利用率影响因素探析——以安徽医科大学图书馆为例,陈辉:23990021|,2,高校图书馆;电子资源;利用率;因素分析;,"以安徽医科大学图书馆为例,对影响电子资源利用率的因素进行了分析,并提出了相关建议。",KJQB201001024
浅谈高校图书馆的思想教育工作,林绮琴:15513636|,3,高校图书馆;思想教育;改进措施;,"阐述了思想教育工作对高校图书馆建设的重要性,针对目前高校图书馆思想教育工作存在的弊端,提出了几点改进措施。",KJQB201001025
高校数字化图书馆建设之我见,吴会霞:22321108|,3,高校;数字化图书馆;读者服务;,"阐述了数字化图书馆的内涵、数字化图书馆的特征以及高校建设数字化图书馆的必要性,提出了应对高校数字化图书馆建设存在问题的对策。",KJQB201001026
浅谈数字图书馆对现代信息技术的利用,马慧:06946379|,3,数字图书馆;现代信息技术;信息资源;,"介绍了现代图书馆所利用的信息服务手段,从原始馆藏文献的数字化、数字信息资源的采购、网络信息资源的开发、特色数据库的建设等方面讨论了现代图书馆数字化信息资源的管理与建设。",KJQB201001027
影印版西文图书研究及编目探讨,吴春红:23990022|,3,影印版西文图书;图书编目;CNMARC格式;USMARC格式;,"介绍了影印版西文图书的特点,分析了影印版图书的著录现状,探讨了利用CNMARC格式对影印版图书进行西文编目的方法。",KJQB201001028
利用高校图书馆网站开展网络宣传和服务,零芷婕:23990023|,2,高校图书馆;网站建设;读者服务;,"阐述了建设高校图书馆网站的重要性,介绍了高校图书馆网站的服务内容,提出了高校图书馆网站建设中应该注意的问题。",KJQB201001029
《川北医学院学报》2007—2008年所载论文统计分析,尹益民:17528443|周盈:22473520|,3,文献计量;统计分析;川北医学院学报;,"对《川北医学院学报》2007—2008年的载文、作者和引文进行数据统计与分析,研究了其特点,从统计计量学的角度证实了《川北医学院学报》具有一定的社会影响力。",KJQB201001030
高校图书馆读者教育应全方位进行,孔辉:17518206|,2,图书馆;读者教育;教育方式;,"分析了高校图书馆服务中存在的问题,从读者、图书馆、读者教育3个方面提出了解决的方法。",KJQB201001031
论Web2.0对图书馆主页设计的影响,任永权:23990024|,3,Web2.0;高校图书馆;主页设计;,"阐述了什么是Web2.0,分析了Web2.0对于图书馆主页设计理念的影响,从Blog,RSS,Wiki,Tag和SNS等方面探讨了Web2.0的技术应用对图书馆主页设计的影响。",KJQB201001032
论新形势下高校图书馆队伍的建设,蒋松萍:23728242|,3,高校图书馆;馆员素质;队伍建设;,"分析了高校图书馆员队伍建设的现状及问题,提出了提高馆员队伍素质的具体措施和建议。",KJQB201001033
洪亮吉与图书编撰学,陈宁:23265269|,3,洪亮吉;图书编撰学;文献学;乾嘉时期;,详细论述了乾嘉时期的著名学者洪亮吉在图书编撰方面的成就和特点。,KJQB201001034
高职高专图书馆网络化信息服务的策略研究,吴玉萍:23990025|,3,高职高专;图书馆;网络化信息服务;,"通过对高职高专图书馆目前信息服务的现状及其网络化信息服务的可行性和必要性的分析,提出了高职高专图书馆开展网络化信息服务的策略。",KJQB201001035
试论Web2.0环境下高职图书馆的参考咨询服务,李俊:23432630|陈建华:23752110|,3,高职院校;图书馆;参考咨询服务;互联网;Web2.0;,"从高职院校图书馆开展参考咨询服务的实际需要出发,阐述了图书馆信息咨询服务中引入Web2.0的意义,并详细介绍了Web2.0应用于图书馆参考咨询服务的4种技术。",KJQB201001036
高校图书馆多媒体视听室的建设,宗晨:23990026|,2,高校图书馆;多媒体视听室;资源建设;,"分析了传统型视听室在数字化时代中出现的问题,提出了多媒体视听室建设方案,探讨了多媒体视听室的优势及发展前景。",KJQB201001037
浅析高职图书馆的和谐建设与服务育人,林斌霞:09366206|,3,高职图书馆;和谐建设;服务育人;,"通过总结漳州职业技术学院图书馆营造和谐的人文环境和物理环境,揭示了该馆在""服务育人""中所体现的人性化管理。分析了影响高职图书馆和谐服务文化建设的因素,提出了高职图书馆做好""服务育人""工作的关键。",KJQB201001038
论大爱育人中加强图书馆软环境建设,孔庆祝:10507051|,2,图书馆;大爱育人;软环境建设;馆藏特色;,"探讨了图书馆在加强硬件资源建设的同时,如何在软环境建设中强化内涵建设,树立以人为本的服务理念,创造良好的馆内环境,提升服务水平,充分为读者服务。",KJQB201001039
发挥图书馆作用  促进全民阅读活动,李芳芳:11277754|,2,图书馆;全民阅读活动;图书馆服务;,"阐述了阅读的内涵及必要性,分析了图书馆促进全民阅读的优势,提出了图书馆促进全民阅读活动的措施,指出图书馆应充分发挥自身的作用,促进全民阅读活动。",KJQB201001040
论开展公共图书馆讲座的策略,陈莉莉:23995229|,3,公共图书馆;讲座服务;资源共享;讲座宣传;,"为确保图书馆讲座的成功举办,列举了前期选题策划、主讲人和演讲方式的选择、讲座宣传推广、讲座现场秩序的维护和服务、后期产品的加工处理、资源共享等各方面的实施细则,并提出了讲座开展过程中可能会遇到的问题及其解决方案。",KJQB201001041
浅谈如何加强图书馆读者服务工作,刘思葭:23990027|,3,图书馆;服务理念;读者服务工作;,"探讨了加强图书馆读者服务工作的对策,指出现代图书馆必须坚持""以人为本""的服务理念,站在读者的立场思考问题,以方便读者、提升服务质量为准则来开展服务工作,建立完善的服务体系,从而更好地体现图书馆服务理念并推动图书馆事业的发展。",KJQB201001042
高校图书馆新生入馆教育探讨,魏现辉:23990028|,3,高校图书馆;高校新生;入馆教育;,"通过对入馆教育重要性和必要性的阐述,强调了高校新生入馆教育势在必行,并对目前高校入馆教育的现状以及存在的问题进行了分析,提出了解决问题的对策。",KJQB201001043
职业中专学校图书馆信息资源共建共享分析,王琼:23990405|,3,"职业中专;图书馆,信息资源共建共享;","阐述了职业中专学校图书馆信息资源共建共享的现状,分析了建立职业中专学校图书馆信息资源共建共享系统的必要性和可行性,提出了应对职业中专学校图书馆信息资源共建共享所面临问题的措施。",KJQB201001044
浅谈县级图书馆在城乡结合中的纽带作用,吴祥锦:23990029|,3,县级图书馆;城乡结合;纽带作用;服务对象;,"对县级图书馆发展的瓶颈问题进行了分析,论述了县级图书馆面向城乡结合的发展途径,探讨了县级图书馆的自身定位与纽带作用。",KJQB201001045
图书馆在建设和谐文化中的作用,吕改凤:23990030|,2,图书馆;和谐文化;社会主义和谐社会;,"建设和谐文化是构建社会主义和谐社会的重要任务,也是构建社会主义和谐社会的重要条件。阐述了图书馆在建设和谐文化中的作用。",KJQB201001046
网络信息资源检索问题研究,张友梅:22013993|,3,网络信息资源;检索途径;检索方法;检索技巧;,"指出网络信息资源在检索过程中存在着诸如信息质量、网络检索工具、信息用户等方面的问题,并提出了相应的解决对策,重点为网络用户介绍了一些常用的网络信息检索途径、方法和技巧。",KJQB201001047
基于C/S多媒体教学系统的软件体系结构分析与设计,江玉珍:23843511|,3,多媒体教学系统;C/S;软件体系结构;,"介绍了多媒体教学系统软件的研究背景与设计目标,分析了C/S结构体系与三层C/S结构体系,重点围绕教学构件的组成和C/S结构的网络教学辅助平台构件库设计模型展开讨论,介绍了多媒体教学系统软件体系结构的设计与实现,对教育应用工程发展前景进行了展望。",KJQB201001048
网络交易模式下交易诚信风险的博弈模型,洪琼:23990031|张浩:23990032|,3,交易诚信风险;网络交易模式;博弈模型;不完全信息;交易几率;,"采用博弈论的方法分析了不完全信息动态条件下交易者诚信行为选择策略,提出提高交易方交易几率及交易信息透明度来避减网络交易诚信风险的对策,为政府在电子商务诚信体系建设与管理方面提供借鉴。",KJQB201001049
信息技术在局域网中的应用研究,赵文娟:23780010|,3,网络安全;信息技术;信息安全;局域网;,"在介绍网络安全概念及其产生原因的基础上,介绍了各种信息技术及其在局域网信息安全中的作用和地位。",KJQB201001050
浅析基于IPv6模式的校园网建设与应用,袁源:23990406;23990407|陈俊杰:08869946|,3,校园网;IPv6;网络结构;互联互通功能;,"以太原大学外语师范学院的校园网为研究对象,对该学院现有的按IPv4建立起来的网络结构进行了调查研究,提出了基于IPv6模式的校园网取代现有IPv4模式的可行性方案,设计了该校园网升级的整体架构,基于测试结果,指出在IPv4和IPv6之间可实现互联互通的功能。",KJQB201001051
浅议Web服务器的安全保护,常浩:23928987|,3,Web服务器;安全威胁;保护措施;,"分析了Web服务器所面临的安全威胁,探讨了如何采取相应的措施进行自我保护和防范,提出了具体的保护措施,避免服务器发生灾难性的后果。",KJQB201001052
军队CDMA通信系统的分析与设计,张建华:09929639|,3,军队通信系统;系统设计;CDMA;,"根据现代高科技战争的特点和发展要求,提出了与之相适应的新的通信系统的方案,即军队CDMA通信系统,并介绍了军队CDMA通信系统所能实现的功能。",KJQB201001053
搜索引擎在科技查新中的作用,于世花:10087129|,2,搜索引擎;科技查新;信息检索;,"阐述了搜索引擎在科技查新中的作用,分析了搜索引擎的特点和优势,介绍了一些常用的搜索引擎。",KJQB201001054
DF3211通信管理机的结构及功能,牛青松:23995231|张颜:23995232|,3,通信管理机;硬件组成;软件结构;网络结构;,"阐述了DF3211通信管理机的硬件组成、软件结构,介绍了通信管理机的主要功能及网络结构,指出,DF3211通信管理机有着较为广阔的发展空间。",KJQB201001055
基于VPN的天然气置换实时汇总统计的实现,刘晓东:23990033|,2,互联网;VPN;天然气置换;实时汇总统计;PowerBuilder9.0;,"介绍了太原市煤气公司自动化站依托企业互联网接入平台,基于VPN虚拟专用网,实现了天然气置换工作中指挥部对每个置换区域置换工作进度的及时掌控。",KJQB201001056
中国4万亿元投资政策下宏观经济学模型的简单分析,陈启泷:23934688|,3,投资;宏观经济学模型;财政政策;货币政策;,"介绍了中国4万亿元投资政策出台的背景,阐述了财政政策与货币政策的单独作用及其共同作用,并提出了合理化建议。",KJQB201001057
煤炭价格波动及其稳定机制研究,黄莎莎:23990034|,3,煤炭价格;价格波动;稳定机制;调节基金;,"结合煤炭价格理论分析了煤炭价格波动对资源型经济区域的影响,并从完善煤炭价格调节基金制度的角度探讨了实施煤炭价格调节基金的意义及相关设想。",KJQB201001058
工作家庭冲突影响因素及平衡策略,马丽:10255506|徐晓娜:09263418|,3,工作家庭冲突;工作家庭平衡;人力资源管理;,"分析了员工工作家庭冲突的影响因素,在此基础上,从国家、企业和个人3个方面探讨了相应的解决策略。",KJQB201001059
当前我国个人所得税改革的思路,由晓琴:23990035|,2,个人所得税;税制改革;税率;,"从我国的现行个人所得税在制度上存在的主要问题入手,提出了个人所得税税制改革的思路。",KJQB201001060
浅谈我国内部审计现状与发展,赵莉:22379520|,2,内部审计;审计方法;过程监督;,"分析了我国内部审计发展的现状,提出发挥内部审计作用的对策,指出我国内部审计的发展趋势。",KJQB201001061
无形资产会计准则与税法间的差异比较,武吉平:23872820|,2,无形资产;会计准则;税法;,"阐述了无形资产的定义及国家对无形资产初始计量、后续计量的规定,从会计与税法两个角度分析了无形资产在初始计量、后续计量、处置中的不同之处。",KJQB201001062
黄土高原城市化地区小流域单元与生态安全格局构建——以宝鸡市为例,董晓龙:23694754|,4,小流域单元;景观生态;安全格局;黄土高原;城市化地区;宝鸡市;,"针对黄土高原城市化地区的生态安全问题,从区域小流域单元体系和生态安全格局的构建入手,探讨了基于小流域单元建立区域生态安全格局的问题,提出了区域水土流失治理以及城市景观生态综合建设的相关策略和方法。",KJQB201001063
基于DEA方法的山西和谐发展研究,任桂芳:23990036|史彦虎:08866124|,3,数据包络分析;C2R模型;和谐发展;山西省;,"以数据包络分析方法为基础,通过建立C2R模型,根据评价指标体系,以年份为决策单元,应用DEAP2.1软件进行求解,对山西省近9年来的经济环境方面进行了综合评价,得到了山西近9年来和谐发展经济环境2个子系统的相对效率值及其他相关的定量数据,并应用相关理论探讨了山西和谐发展水平的问题。",KJQB201001064
宝鸡市社会科学学会发展的调查与思考,李占强:17632516|,3,社会科学学会;非营利组织理论;宝鸡市;,"介绍了陕西省宝鸡市社会科学学会的发展历程和发展成就,运用非营利组织理论分析了社科学会发展存在的主要问题,提出了加快社科学会发展的思路和主要对策。",KJQB201001065
关于春运问题解决方法的相关研究,张伟:23954897|,3,春运;备用车体;目标规划;,"介绍了我国铁路""春运""的现状,探讨了解决春运问题的途径,从依靠运力扩张,增加备用车体的角度,提出了解决问题的措施。",KJQB201001066
我国农村医疗卫生保障支出探讨,梁利红:23990037|,2,农村医疗卫生保障;合作医疗制度;合理补偿;,"阐述了我国农村医疗保障制度建立的意义,回顾了我国农村医疗保障制度的历史发展和演变过程,分析了当前农村医疗卫生领域方面存在的突出问题,提出了解决问题的建议。",KJQB201001067
在科学发展观指引下做好新时期离退休干部工作,刘桂玲:23863976|,2,企业;离退休干部工作;科学发展观;和谐社会;,"阐述了科学发展观对煤矿离退休干部工作的指导作用,指出在企业离退休干部工作中践行科学发展观必须把握住科学发展观的""四个着力点"",使工作达到好的效果。",KJQB201001068
浅谈电力系统运行稳定性的提高,刘晓春:22473542|安慧仙:23921926|,3,电力系统;稳定性;电网结构;自动装置;,"分析了破坏系统稳定运行的因素,研究了事故发展过程的规律,指出在技术上采取行之有效的措施和在管理上做到精细化可提高系统运行的稳定性。",KJQB201001069
山西省承接产业转移浅谈,陈军鹏:23990038|张爱虎:23990039|,3,产业转移;经济扩散;山西省;,"分析了山西省产业转移的现状与原因,提出了相应的对策,指出加大发达地区向欠发达地区经济扩散的力度,对于经济协调发展、更加有效地承接产业转移具有重要的意义。",KJQB201001070
试论企业知识产权竞争情报保护体系的构建,廖球辉:23990040|,3,企业知识产权保护;竞争情报;危机预警;内部管理保护;,"在分析知识产权全球化时代我国企业知识产权保护所面临的挑战的基础上,从竞争情报的预警功能、反情报功能和促进组织学习功能等角度,探讨了如何利用竞争情报构建企业知识产权保护体系。",KJQB201001071
浅谈矿井水的防治与应用,杨琴琴:23990041|王增长:09928107|,3,矿井水;净化处理;防治措施;,"阐述了目前我国矿井水利用现状与净化处理技术所存在的主要问题,提出了矿井水的防治措施和利用方案,指出实现矿井水资源化利用具有良好的经济、环境和社会效益。",KJQB201001072
浅谈静压桩技术及其发展,马克生:08866010|王文毅:23990042|,3,静压桩;沉桩;终压力;极限承载力;,"简要介绍了静压桩的发展过程及优缺点,综合分析了其沉桩机理、荷载传递机理以及终压力和极限承载力的确定,同时阐述了近年来静力压桩技术的新进展。",KJQB201001073
20世纪我国自然科学交叉学科论文计量研究,苏玉娟:10514623|,3,自然科学;交叉学科;论文计量研究;,"概述了20世纪我国自然科学交叉学科的发展现状、特征及趋势,分析了自然科学交叉学科的论文发表情况,对预测21世纪交叉学科的发展具有指导价值。",KJQB201001074
论隧道施工中超前地质预报技术的应用,王明生:09170719|,3,隧道施工;超前地质预报技术;地质分析法;物探法;钻探法;,"介绍了超前地质预报技术的概念,探讨了隧道超前地质预报方法及应用,通过对某隧道超前地质预报,减少了隧道施工过程中的盲目性,避免了重大的不良地质或灾害地质的发生。",KJQB201001075
山西省郭峪煤矿矿山地质环境影响评价,魏义强:23990043|张永波:08872185|王鹏:09927108|,2,矿山地质环境;环境影响评价;郭裕煤矿;,"在野外调查的基础上,对郭裕煤矿地质环境问题进行了现状评价、预测评价和综合评价,并针对主要地质环境问题对郭裕矿进行了矿山地质环境影响分区评述,为合理开发和利用矿产资源、实施矿山环境保护与综合治理提供了科学依据。",KJQB201001076
农村综合防灾减灾能力评价指标体系研究,曹国昭:23990044|阎俊爱:08400063|,3,农村综合防灾减灾能力;评价指标体系;构建原则;农村灾害;,"阐述了评价指标体系的构建原则,通过对农村综合防灾减灾能力的界定,结合我国农村灾害的特点,建立了农村综合防灾减灾能力评价指标体系,为今后农村综合防灾减灾能力建设提供科学依据。",KJQB201001077
基于InSAR的DEM获取数据处理流程及方法,张淑燕:23990045|邢立新:07688221|梁立恒:15093151|,4,数字高程模型;合成孔径雷达干涉测量;数据处理;,"合成孔径雷达干涉测量技术(InSAR)是以复数据提取的相位信息为源获取地表三维信息,与传统的获取数字高程模型的方法相比,InSAR技术在获取DEM方面具有全天候、大范围、高精度等优势。详细介绍了基于InSAR的DEM获取数据处理流程及方法。",KJQB201001078
关于地铁地下车站设置诱导缝的探讨,刘欣荣:23783426|,3,地下车站;抗裂防水;混凝土裂缝;诱导缝;,"地下车站结构混凝土的抗裂与防水是地铁设计和施工的难点。介绍了目前采用的诱导缝的设置、配筋、构造等,分析了存在的问题,并提出了一些看法。",KJQB201001079
关于高校图书馆开展学科馆员服务的思考——以北京工业大学图书馆为例,张梅:06300768|,3,高校图书馆;学科馆员;北京工业大学;,"介绍了上海交通大学、浙江大学、浙江工业大学图书馆学科馆员工作的开展情况,指出了北京工业大学图书馆学科馆员服务中存在的问题,并针对存在的问题提出了改进措施。",KJQB201002001
高校图书馆拓展服务空间探析,刘艳红:16367490|齐凤艳:16495287|,3,朗读活动;大学生;高校图书馆;服务空间;,"分析了朗读活动的基本要素,介绍了读者朗读的意义,阐述了影响朗读效果的因素,探讨了高校图书馆拓展朗读服务空间的对策。",KJQB201002002
Web2.0环境下的图书馆信息构建,钱嘉荔:23984798|,2,信息构建;Web2.0;信息服务;,"回顾了信息构建的诞生、核心内容和发展历程,以图书馆为对象,分析了IA2.0真正""以用户为中心""和""丰富的用户体验""的理念,探讨了Web2.0环境下图书馆的信息构建。",KJQB201002003
浅谈新形势下高校图书馆的书目情报服务,陈秀丽:08656928|,2,书目情报服务;高校图书馆;网络环境;信息服务;,"书目情报服务能有效地为读者提供文献信息。讨论了在新形势下,图书馆应如何革新书目情报服务理念,深化、细化服务方法,构建完善的书目情报服务系统。",KJQB201002004
社会资本视角下透析纽约三家社区图书馆给予的启示,龙叶:10563541|陶海宁:15594393|,3,社区图书馆;纽约市;社会资本理论;和谐社区;,"借助2008年GongH等关于纽约三家社区图书馆的运行和发展情况调查所提供的材料,从社会资本角度,对美国社区图书馆的运行和特点进行了剖析,在此基础上,提出了我国社区图书馆建设应该采取的措施。",KJQB201002005
Web2.0在图书馆个性化服务中的应用,徐迈:23984799|,2,Web2.0;个性化服务;服务模式;,"简述了Web2.0的概念及其技术特征,分析了Web2.0各种技术在图书馆的应用,论述了图书馆应以用户需求为导向,通过应用Blog、Wiki、RSS等技术,使图书馆的服务模式发生根本性的转变。",KJQB201002006
图书馆长尾理论的有效利用,吕蜜:23984800|,3,图书馆;长尾理论;读者;长尾助力;,"探讨了长尾理论在图书馆内的发展过程,分析了目前图书馆长尾理论存在资源浪费的情况,进一步讨论了长尾理论在图书馆中的有效利用。",KJQB201002007
高校图书馆特色数据库建设与信息服务,温泉:06883453|马娴:23984801|,3,高校图书馆;特色数据库;信息服务;,"构建特色数据库是高校图书馆为适应网络时代发展变化了的信息服务环境而推出的一项重要举措。以广西师范大学图书馆为例,论述了构建特色数据库,服务教学科研的做法和体会。",KJQB201002008
高校图书馆的德育功能及对策研究,张燕:08671651|张园:08699941|,3,高校图书馆;德育功能;问卷调查;石河子大学;,"以""石河子大学图书馆文献利用视角下的大学生德育教育问题及对策研究""为研究课题,对2007—2009年的石河子大学全校范围内的读者开展了调查研究,探讨了高校图书馆的德育功能,为高校德育工作提供参考。",KJQB201002009
SCIE收录南京工业大学学术论文的统计分析,许旱峤:08079391|罗凌云:08044746|,3,SCI收录论文;统计分析;影响因子;南京工业大学;,"通过统计分析2004—2008年南京工业大学发表的学术论文被SCIE收录的情况,探讨了当前南京工业大学的科研和学术水平,并对统计中发现的问题进行了讨论。",KJQB201002010
大学图书馆学科馆员的继续教育探析,王海荣:23984802|,3,大学图书馆;学科馆员;继续教育;,"论述了高校图书馆学科馆员的素质要求,针对目前大学图书馆学科馆员的现状,分析了学科馆员继续教育的必要性,提出了学科馆员继续教育的内容、方式以及加强学科馆员继续教育的措施。",KJQB201002011
对大学图书馆文化的几点认识,晁行国:23384079|杜大光:23984803|,3,校园文化;大学图书馆;图书馆文化;,"论述了大学图书馆文化的要素、功能和对大学文化的影响,提出了培育一个好的、符合本校校园文化特点的图书馆文化的对策。",KJQB201002012
对独立学院图书馆读者导读工作的一些思考,张路娟:43131031|,2,独立学院;图书馆;读者导读;期刊导读;,"从分析独立学院图书馆读者群的特点出发,探讨了独立学院图书馆的读者导读工作,提出了独立学院图书馆开展期刊导读的一些可行措施。",KJQB201002013
兵团屯垦戍边新型团场建设中的图书馆建设研究,张利:08671629|姚志伟:09747653|康红梅:17260067|,2,图书馆建设;新型团场;新疆生产建设兵团;,"分析了图书馆在建设新型团场中的重要性,介绍了兵团农牧团场图书馆建设现状,提出了新型团场建设中农牧团场图书馆建设的策略。",KJQB201002014
浅议随书光盘管理模式,赵励:23984805|,2,随书光盘;管理模式;利用率;,"分析了网络环境下图书馆光盘管理模式存在的不足,通过比较分析光盘的传统管理模式和网络管理的优点、缺点,建议采用两者结合的光盘管理模式。",KJQB201002015
论新形势下高校图书馆对科技工作者的创新服务,刘远秀:23984806|,2,高校图书馆;科技工作者;创新服务;,"从使用数据、如何撰写科技论文等几个方面论述了新形势下高校图书馆对高校科技工作者的创新性服务,指出拥有高水平的学术平台既可大大提高高校的研究水平,也可推进教学的发展。",KJQB201002016
浅谈数字图书馆信息资源建设的版权问题,谢松辰:23984807|,2,数字图书馆;信息资源;版权保护;,"介绍了数字图书馆及版权的概念,分析了数字图书馆信息资源建设中的版权问题,探讨了数字图书馆信息资源建设中版权保护的对策。",KJQB201002017
浅谈电子阅览室的读者服务工作,祝君:21867812|,2,高校图书馆;电子阅览室;信息资源服务;,"分析了目前高校电子阅览室存在的问题,提出了相应的改进措施,进而高效地发挥其在读者服务中的作用。",KJQB201002018
